290;17-11-2021 19:27:49;.\autos.txt
22256;16-11-2021 10:16:50;.\lista.txt
2211;17-11-2021 19:27:29;.\s06-reto-01-hugo-borda-autos.py
4909;19-11-2021 08:35:58;.\s06-reto-05-hugo-borda-tree.py
0;19-11-2021 08:33:11;.\salida.csv
22312;16-11-2021 10:31:11;.\salida.txt
